name,RA,DEC,D,e_D,mem_class,r,e_r,J,e_J,K,e_K,G,e_G,RP,e_RP,BP,e_BP,binary,ruwe,mass,e_mass,Lbol,e_Lbol,tau,EW,e_EW,chi,e_chi,Teff,e_Teff,Prot,xflux,e_xflux,x_source,xflag,radius,e_radius
2MASS J08242490+1831530,126.103767,18.53141,201.43,0.82,ms,nan,nan,nan,nan,8.856,0.018,9.844,0.003,9.468,0.004,10.068,0.003,1,0.893,1.3339,0.0029,14106.24067,113.9543,7.59904,nan,nan,nan,nan,6559.256,6.989,nan,nan,nan,nan,nan,1.47762791,0.003494262
2MASS J08242877+2648547,126.119875,26.815212,158.99,0.52,ms,nan,nan,nan,nan,9.811,0.022,11.64,0.003,11.037,0.004,12.08,0.003,0,1.322,0.8791,0.0016,1747.83146,16.04491,17.82117,nan,nan,8.79187,0.88032,5265.432,7.937,nan,nan,nan,nan,nan,0.812269176,0.001269949
2MASS J08243207+1000547,126.13363,10.01522,253.04,3.23,ms,nan,nan,nan,nan,12.529,0.032,15.836,0.003,14.765,0.004,16.993,0.006,0,0.947,0.508,0.0029,165.45427,3.36701,44.46737,nan,nan,5.79197,0.57993,3681.903,8.02,nan,nan,nan,nan,nan,0.509562231,0.003135136
2MASS J08243304+2144219,126.137692,21.739441,188.69,0.61,ms,nan,nan,nan,nan,8.856,0.02,9.848,0.003,9.47,0.004,10.072,0.003,1,0.957,1.2944,0.002,12215.69287,93.27726,8.08728,nan,nan,8.73466,0.87348,6460.977,5.082,nan,nan,nan,nan,nan,1.422256606,0.002897014
2MASS J08243324+1917432,126.138533,19.295338,183.17,12.4,ms,nan,nan,nan,nan,12.205,0.018,16.24,0.008,14.776,0.004,17.507,0.007,1,3.31,0.3858,0.0112,74.77004,10.33661,62.72707,-2.46666,0.04774,4.7539,0.4823,3451.052,14.996,nan,nan,nan,nan,nan,0.392577693,0.022494355
2MASS J08245599+3940525,126.233321,39.681252,163.27,1.97,ms,nan,nan,13.859,0.025,12.409,0.086,16.562,0.003,15.407,0.004,17.919,0.019,0,0.971,0.3247,0.0032,48.52652,0.86498,75.10674,nan,nan,4.23701,0.42468,3357.464,5.115,nan,nan,nan,nan,nan,0.333345597,0.001950228
2MASS J08250397+2831193,126.266549,28.522043,162.41,4.86,ms,nan,nan,nan,nan,14.105,0.057,18.084,0.003,16.773,0.009,20.131,0.099,0,1.046,0.1887,0.0036,16.2683,0.76978,114.28518,nan,nan,2.83781,0.28771,3120.215,7.722,nan,nan,nan,nan,nan,0.222822527,0.004401821
2MASS J08250468+0502447,126.269525,5.045772,270.35,1.19,ms,nan,nan,nan,nan,10.921,0.019,12.628,0.003,12.053,0.004,13.04,0.004,0,1,0.8951,0.0009,2018.41078,17.52765,17.20934,nan,nan,8.78913,0.87911,5352.811,5.163,nan,nan,nan,nan,nan,0.843113089,0.001877541
2MASS J08251373+1736453,126.307246,17.6126,184.31,6.43,ms,nan,nan,nan,nan,14.234,0.059,18.277,0.003,17.001,0.012,20.017,0.049,1,1.161,0.1932,0.0041,17.25556,0.95294,112.65114,nan,nan,2.89823,0.29502,3130.056,8.979,nan,nan,nan,nan,nan,0.228431922,0.005117968
2MASS J08251613+1854388,126.317225,18.910803,175.22,5.84,ms,nan,nan,nan,nan,14.271,0.052,18.721,0.004,17.367,0.011,20.711,0.117,1,1.039,0.1632,0.0038,11.78716,0.58027,124.00408,nan,nan,2.51541,0.25577,3062.761,8.696,nan,3.38E-15,7.39E-16,x,nan,0.197159544,0.003652283
2MASS J08252223+2021567,126.342652,20.365768,180.08,8.43,ms,nan,nan,nan,nan,14.328,0.055,18.906,0.004,17.539,0.011,20.966,0.092,1,1.084,0.1575,0.0043,10.81179,0.76865,126.29484,-10.52689,0.69914,2.42152,0.25394,3045.129,14.361,nan,nan,nan,nan,nan,0.191424344,0.004418891
2MASS J08252503+2013177,126.354301,20.221598,188.02,1.44,ms,nan,nan,nan,nan,11.931,0.021,15.419,0.003,14.301,0.004,16.675,0.005,1,1.087,0.4715,0.0032,140.34673,1.71065,49.17287,-0.37419,0.04813,5.57371,0.55758,3621.935,4.209,nan,nan,nan,nan,nan,0.482919193,0.001999376
2MASS J08253384+1638408,126.39104,16.644672,194.68,3.65,ms,nan,nan,nan,nan,13.583,0.038,17.456,0.003,16.209,0.005,19.18,0.031,0,0.937,0.2625,0.0048,34.21238,1.04654,90.69823,nan,nan,3.67151,0.36952,3258.764,7.138,0.587,nan,nan,nan,nan,0.29513089,0.003092989
2MASS J08253573+2106085,126.398875,21.102379,181.08,3.48,ms,nan,nan,nan,nan,13.257,0.029,17.217,0.003,15.96,0.008,18.937,0.036,0,0.976,0.2722,0.0051,36.31391,1.02856,88.03664,nan,nan,3.75789,0.37876,3273.526,8.087,nan,nan,nan,nan,nan,0.301344437,0.003083044
2MASS J08254162+1930425,126.423441,19.511806,206.14,7.1,ms,nan,nan,nan,nan,14.168,0.048,18.169,0.003,16.869,0.009,19.952,0.057,1,0.958,0.2127,0.0041,22.22807,1.21179,105.92507,nan,nan,3.15792,0.32045,3172.353,8.867,nan,nan,nan,nan,nan,0.252541333,0.00505399
2MASS J08254452+2415598,126.435504,24.266615,174.67,0.46,ms,nan,nan,nan,nan,10.136,0.022,11.947,0.003,11.344,0.004,12.393,0.003,0,0.925,0.8577,0.0014,1557.82749,5.15081,18.68385,2.05395,0.29104,9.31687,0.93176,5166.038,2.509,nan,nan,nan,nan,nan,0.796207595,0.000501755
2MASS J08254997+2007024,126.458247,20.117336,189.8,8.87,ms,nan,nan,nan,nan,14.665,0.068,18.959,0.004,17.63,0.013,20.876,0.091,0,1.004,0.1602,0.0043,11.2783,0.80045,125.21941,nan,nan,2.46856,0.25839,3053.962,14.338,nan,nan,nan,nan,nan,0.194142283,0.004411602
2MASS J08255438+2258522,126.476591,22.981182,196.56,0.79,ms,nan,nan,nan,nan,11.281,0.02,14.114,0.003,13.211,0.004,14.959,0.003,1,1.212,0.6399,0.0011,384.14893,2.88671,31.4109,0.45159,0.17239,7.1422,0.71447,4099.48,5.961,nan,nan,nan,nan,nan,0.629929063,0.000812833
2MASS J08255732+2052590,126.488847,20.88306,182.91,3.16,ms,nan,nan,nan,nan,12.848,0.024,16.843,0.003,15.578,0.006,18.556,0.037,0,1.171,0.3205,0.0046,47.41623,1.20753,76.05431,nan,nan,4.1992,0.42192,3350.762,7.281,nan,nan,nan,nan,nan,0.330790686,0.002775896
2MASS J08260122+2215200,126.505115,22.25556,146.21,1.64,ms,nan,nan,nan,nan,13.172,0.027,17.116,0.003,15.862,0.005,18.835,0.022,1,0.982,0.2297,0.0014,27.73918,0.49265,100.41644,nan,nan,3.38237,0.33867,3209.35,2.941,nan,nan,nan,nan,nan,0.273629549,0.001676098
2MASS J08260666+6517258,126.527789,65.290512,164.96,1.93,ms,nan,nan,nan,nan,13.285,0.031,17.23,0.003,15.977,0.005,18.982,0.016,0,1.018,0.2468,0.003,30.96871,0.59241,95.21639,nan,nan,3.53344,0.35432,3235.167,4.489,nan,nan,nan,nan,nan,0.284905744,0.001945096
2MASS J08261240+0907175,126.551685,9.121552,235.45,11.84,ms,nan,nan,nan,nan,14.261,0.084,18.552,0.004,17.232,0.014,20.501,0.105,0,0.957,0.2075,0.0059,20.76617,1.65993,107.6859,nan,nan,3.08815,0.31873,3160.99,12.845,nan,nan,nan,nan,nan,0.246064081,0.007321709
2MASS J08261340+1655056,126.555859,16.918236,186.64,0.57,ms,nan,nan,nan,nan,10.678,0.017,12.93,0.003,12.196,0.004,13.531,0.003,0,1.028,0.7347,0.0011,808.7723,5.76372,24.85002,nan,nan,9.14124,0.91413,4621.428,5.067,12.217,nan,nan,nan,nan,0.716912867,0.000925207
2MASS J08261745+1943357,126.572728,19.72661,199.29,3.17,ms,nan,nan,nan,nan,12.981,0.024,16.783,0.003,15.575,0.005,18.357,0.014,1,1.023,0.3505,0.0042,55.97542,1.31283,69.55464,-4.3538,0.15273,4.47027,0.44863,3398.809,6.712,nan,nan,nan,nan,nan,0.349108561,0.002559001
2MASS J08261798+2639409,126.574937,26.661371,177.75,1.25,ms,nan,nan,nan,nan,11.951,0.018,15.396,0.003,14.296,0.004,16.642,0.008,0,0.998,0.4612,0.0015,130.42289,1.51121,50.6027,nan,nan,5.50241,0.55035,3602.342,3.002,20.647,3.97E-15,4.39E-16,x,nan,0.47140536,0.001801162
2MASS J08261891+0204369,126.578811,2.076929,220.66,10.1,ms,nan,nan,nan,nan,14.372,0.08,18.517,0.003,17.215,0.009,20.285,0.055,0,1.054,0.2016,0.0054,19.23936,1.39773,109.70249,nan,nan,3.00983,0.30946,3148.234,11.715,nan,nan,nan,nan,nan,0.238793119,0.006677301
2MASS J08262329+1933039,126.597062,19.551085,189.9,4.88,ms,nan,nan,nan,nan,13.696,0.034,17.704,0.003,16.438,0.01,19.448,0.049,0,1.105,0.2286,0.0031,27.33675,1.10994,100.76962,nan,nan,3.36809,0.33905,3206.909,6.648,1.535,nan,nan,nan,nan,0.272238161,0.003789374
2MASS J08262651+1606156,126.610477,16.104347,206.76,4.53,ms,nan,nan,nan,nan,13.352,0.037,17.158,0.003,15.942,0.005,18.724,0.023,0,1.034,0.3145,0.0058,45.8805,1.48154,77.42618,nan,nan,4.14541,0.41778,3341.23,9.201,nan,nan,nan,nan,nan,0.327156378,0.003508067
2MASS J08263330+1715390,126.638755,17.260838,153.93,0.87,ms,nan,nan,nan,nan,12.279,0.02,15.866,0.003,14.722,0.008,17.378,0.02,0,1.05,0.3855,0.001,74.52203,0.85841,62.77964,nan,nan,4.75181,0.47524,3450.667,1.326,nan,nan,nan,nan,nan,0.392000528,0.001989595
2MASS J08263483+1933590,126.645151,19.566412,183.17,12.4,ms,nan,nan,nan,nan,12.431,0.026,16.519,0.004,14.831,0.005,17.304,0.011,0,nan,0.3604,0.0174,59.10975,5.94914,67.56319,nan,nan,4.55609,0.47985,3414.584,27.765,nan,nan,nan,nan,nan,0.35512258,0.010585411
2MASS J08263520+2010567,126.646704,20.182421,183.17,12.4,ms,nan,nan,nan,nan,10.563,0.02,13.518,0.005,12.53,0.004,14.296,0.003,1,40.668,0.6802,0.0129,498.07007,43.33113,28.38891,0.49317,0.02224,7.97487,0.84945,4260.724,51.755,nan,nan,nan,nan,nan,0.661341255,0.0100923
2MASS J08263937+1651529,126.664042,16.864695,199.53,0.66,ms,nan,nan,nan,nan,10.738,0.017,12.779,0.003,12.109,0.004,13.301,0.003,0,1.075,0.7795,0.0012,1079.96431,8.23162,22.34101,1.11614,0.07477,9.31478,0.9315,4827.743,5.418,12.118,nan,nan,nan,nan,0.754587807,0.000989308
2MASS J08264231+1356278,126.676299,13.941059,236.53,4.4,ms,nan,nan,nan,nan,13.077,0.034,16.707,0.003,15.514,0.006,18.143,0.018,0,1.038,0.3927,0.0032,81.0079,3.00971,61.47447,nan,nan,4.80424,0.48097,3460.332,4.225,nan,nan,nan,nan,nan,0.406497604,0.006337188
2MASS J08264664+2234304,126.694361,22.575129,181.26,1.98,ms,nan,nan,nan,nan,12.643,0.025,16.385,0.003,15.196,0.005,17.874,0.012,1,1.028,0.3725,0.0019,64.19568,1.40272,65.19405,nan,nan,4.65812,0.46601,3433.393,2.503,nan,nan,nan,nan,nan,0.36608898,0.003754977
2MASS J08264966+1406315,126.706918,14.108773,192.94,2.03,ms,nan,nan,nan,nan,12.51,0.021,16.06,0.003,14.91,0.004,17.407,0.009,1,1.08,0.4119,0.0024,94.29224,1.31896,58.18,nan,nan,5.00163,0.50103,3496.723,5.43,nan,nan,nan,nan,nan,0.428423138,0.001508206
2MASS J08270079+2133587,126.753325,21.566319,204.74,7.47,ms,nan,nan,nan,nan,14.106,0.042,18.424,0.003,17.117,0.011,20.204,0.077,0,1.04,0.1977,0.0043,18.29729,1.05716,111.05174,nan,nan,2.95835,0.30139,3139.847,9.382,0.319,nan,nan,nan,nan,0.234013046,0.005347942
2MASS J08270584+1937171,126.774373,19.621437,188.35,5,ms,nan,nan,nan,nan,13.413,0.032,17.594,0.003,16.23,0.006,19.477,0.053,1,1.299,0.2378,0.0067,29.26266,1.26868,97.90178,nan,nan,3.4549,0.35046,3221.744,10.054,nan,nan,nan,nan,nan,0.279088999,0.004356667
2MASS J08270678+1719213,126.778275,17.322603,190.72,0.83,ms,nan,nan,nan,nan,11.443,0.02,14.431,0.003,13.477,0.004,15.364,0.003,1,1.033,0.5979,0.001,312.86926,0.98481,34.98896,0.36219,0.11447,6.66123,0.66615,3945.869,2.047,nan,nan,nan,nan,nan,0.609851416,0.000238852
2MASS J08271052+7257029,126.79385,72.950821,159.78,1.41,ms,nan,nan,nan,nan,12.769,0.028,16.536,0.003,15.311,0.005,18.14,0.013,0,1.012,0.3221,0.0024,47.84717,0.62682,75.68228,nan,nan,4.21398,0.42193,3353.382,3.768,nan,nan,nan,nan,nan,0.331789363,0.001436685
2MASS J08271123+1633157,126.796802,16.554365,188.51,0.79,ms,nan,nan,nan,nan,10.67,0.023,12.844,0.003,12.135,0.004,13.414,0.003,1,1.1,0.751,0.0014,898.45279,8.43308,23.89862,0.90947,0.03647,9.19232,0.91924,4696.455,6.666,nan,nan,nan,nan,nan,0.730613565,0.001217212
2MASS J08271521+2022444,126.813405,20.379002,185.25,0.97,ms,nan,nan,nan,nan,10.343,0.017,12.604,0.003,11.895,0.004,13.163,0.003,1,1.673,0.7811,0.0013,1091.92419,9.60755,22.25612,nan,nan,9.32769,0.93284,4837.67,8.56,nan,nan,nan,nan,nan,0.755795458,0.000887723
2MASS J08271674+1633180,126.819779,16.555002,198.75,2.04,ms,nan,nan,nan,nan,12.551,0.025,16.141,0.003,14.983,0.005,17.526,0.01,1,0.945,0.4101,0.0024,93.34991,1.27435,58.47178,nan,nan,4.98034,0.49886,3492.797,5.3,nan,nan,nan,nan,nan,0.427332633,0.001472153
2MASS J08272383+2327101,126.849307,23.452822,190.66,5.74,ms,nan,nan,nan,nan,13.967,0.04,18.054,0.003,16.773,0.009,19.887,0.057,0,1.064,0.2097,0.0036,21.37102,1.01741,106.93874,nan,nan,3.1176,0.31539,3165.785,7.769,1.048,nan,nan,nan,nan,0.24879764,0.004428097
2MASS J08272784+3410377,126.866008,34.177155,124.54,0.48,ms,nan,nan,nan,nan,11.376,0.023,14.814,0.003,13.706,0.004,16.07,0.005,0,1.135,0.4427,0.0009,113.21423,0.74883,53.29195,0.38997,0.08021,5.33005,0.53307,3565.471,1.718,nan,nan,nan,nan,nan,0.449282345,0.001030709
2MASS J08273065+2013059,126.877725,20.218332,183.92,0.85,ms,nan,nan,nan,nan,10.899,0.021,13.532,0.003,12.698,0.004,14.272,0.003,0,1.034,0.6797,0.001,496.57564,3.05147,28.42179,0.58035,0.03736,7.96433,0.79672,4258.86,3.801,12.954,nan,nan,nan,nan,0.660977709,0.000741162
2MASS J08273966-0901367,126.915288,-9.026868,272.21,9.66,ms,nan,nan,nan,nan,13.866,0.054,17.482,0.003,16.314,0.008,18.948,0.025,0,1.092,0.3478,0.0092,55.15508,2.89008,70.10599,nan,nan,4.44616,0.45237,3394.535,14.787,nan,nan,nan,nan,nan,0.347478882,0.005637538
2MASS J08274959+1211301,126.956643,12.191702,224.9,7.5,ms,nan,nan,nan,nan,13.976,0.057,17.959,0.003,16.697,0.009,19.785,0.071,0,1.005,0.2402,0.0084,29.70454,1.62033,97.18314,nan,nan,3.47567,0.35528,3225.294,12.582,2.36,nan,nan,nan,nan,0.280627523,0.005452084
2MASS J08275060+2014363,126.960865,20.243427,185.07,0.6,ms,nan,nan,nan,nan,11.074,0.017,13.836,0.003,12.961,0.004,14.638,0.003,1,0.988,0.6533,0.0007,418.84077,1.88023,30.36325,0.68319,0.04055,7.40354,0.74048,4153.237,2.779,nan,nan,nan,nan,nan,0.640381123,0.00054189
2MASS J08275096+1948207,126.962347,19.805758,180.61,1.12,ms,nan,nan,nan,nan,11.784,0.021,15.08,0.003,14.025,0.004,16.206,0.004,0,1.075,0.5105,0.0014,168.33798,1.69215,44.16509,nan,nan,5.817,0.58188,3688.782,3.982,17.078,nan,nan,nan,nan,0.512251209,0.001556521
2MASS J08275380+1631048,126.974192,16.518009,220.76,1.82,ms,nan,nan,nan,nan,12.253,0.021,15.51,0.003,14.461,0.004,16.622,0.006,0,0.977,0.5111,0.0019,169.06085,2.23717,44.09051,0.17621,0.02858,5.82321,0.58263,3690.488,5.234,nan,nan,nan,nan,nan,0.512918045,0.002045827
2MASS J08275813+2206074,126.992224,22.102077,175.55,3.51,ms,nan,nan,nan,nan,8.629,0.02,9.569,0.003,9.201,0.004,9.785,0.003,1,6.5,1.327,0.0115,13800.57967,606.33834,7.68055,4.5062,0.03429,nan,nan,6542.483,28.729,nan,nan,nan,nan,nan,1.46871531,0.016375448
2MASS J08280099+1954172,127.004138,19.9048,190.48,0.58,ms,nan,nan,nan,nan,10.49,0.017,12.503,0.003,11.846,0.004,13.009,0.003,1,1.042,0.7986,0.0008,1231.84634,6.68902,21.37053,1.38213,0.18799,9.50425,0.95047,4955.49,5.292,nan,nan,nan,nan,nan,0.768013737,0.00054877
2MASS J08280477+1458313,127.019915,14.975362,208.24,5.78,ms,nan,nan,nan,nan,14.021,0.048,17.959,0.003,16.684,0.008,19.818,0.061,0,1.085,0.2255,0.0033,26.27722,1.15281,101.73211,nan,nan,3.32946,0.33558,3200.306,7.172,0.917,nan,nan,nan,nan,0.26847451,0.004087976
2MASS J08281279+2427017,127.0533,24.450497,192.67,0.97,ms,nan,nan,nan,nan,11.513,0.02,14.503,0.003,13.539,0.004,15.448,0.004,0,1.032,0.5928,0.0012,307.9489,1.10815,35.46255,nan,nan,6.63,0.66304,3935.543,2.34,nan,nan,nan,nan,nan,0.608646675,0.000273
2MASS J08281331+1308265,127.055494,13.140706,178.21,0.72,ms,nan,nan,nan,nan,9.085,0.022,10.366,0.003,9.913,0.004,10.659,0.003,1,1.095,1.1469,0.0023,6737.12093,49.20389,10.40879,2.00845,0.01941,9.19507,0.91953,6093.998,5.869,nan,nan,nan,nan,nan,1.185275887,0.002437946
2MASS J08281588+1812280,127.066197,18.20779,191.11,3.94,ms,nan,nan,nan,nan,13.586,0.034,17.682,0.003,16.381,0.006,19.59,0.046,0,1.027,0.2312,0.0052,28.05841,0.94388,99.94948,nan,nan,3.39665,0.34275,3211.789,7.838,nan,nan,nan,nan,nan,0.274775212,0.003396376
2MASS J08282020+1915307,127.084179,19.258533,197.07,3.44,ms,nan,nan,nan,nan,13.381,0.031,17.182,0.003,15.955,0.005,18.811,0.024,1,1.098,0.2989,0.0046,42.0821,1.0828,81.16541,nan,nan,4.00425,0.40257,3316.209,7.356,nan,nan,nan,nan,nan,0.317617314,0.002804301
2MASS J08282095+1950386,127.087294,19.844061,225.03,0.99,ms,nan,nan,nan,nan,9.427,0.018,10.764,0.003,10.299,0.004,11.058,0.003,0,1.211,1.1734,0.0024,7337.31864,57.87735,9.92504,nan,nan,9.09404,0.90945,6162.829,6.337,nan,nan,nan,nan,nan,1.213867372,0.002632352
2MASS J08282465+2027540,127.10273,20.465012,181.4,5.42,ms,nan,nan,nan,nan,14.554,0.075,18.603,0.003,17.328,0.008,20.448,0.085,0,1.018,0.1736,0.0034,13.4269,0.5918,119.93971,nan,nan,2.64091,0.26734,3086.33,7.805,0.54,nan,nan,nan,nan,0.207058638,0.003278088
2MASS J08282693+2006171,127.11223,20.104761,145.77,1.85,ms,nan,nan,nan,nan,13.38,0.028,17.261,0.003,16.01,0.005,18.979,0.044,1,0.978,0.2213,0.0015,24.86691,0.49907,103.09293,nan,nan,3.27297,0.32793,3191.092,3.319,nan,nan,nan,nan,nan,0.263222268,0.001891924
2MASS J08283251+1435555,127.135488,14.598758,202.98,1.45,ms,nan,nan,nan,nan,12.037,0.025,15.276,0.003,14.229,0.004,16.353,0.004,0,1.089,0.5165,0.0017,175.53272,2.02121,43.44302,0,0,5.87652,0.58786,3705.443,4.558,25.1,nan,nan,nan,nan,0.51876427,0.00178171
2MASS J08283752+0443090,127.156339,4.71919,243.9,4.12,ms,nan,nan,nan,nan,13.106,0.037,16.728,0.003,15.554,0.007,18.109,0.024,0,0.958,0.3964,0.0029,84.43809,2.8481,60.83768,nan,nan,4.83029,0.48348,3465.135,3.842,nan,nan,nan,nan,nan,0.413702,0.005762845
2MASS J08284865+1858359,127.20271,18.976658,183.17,12.4,ms,nan,nan,nan,nan,13.747,0.038,18.317,0.009,16.639,0.006,19.907,0.058,0,nan,0.1903,0.0079,16.60269,1.79759,113.71784,nan,nan,2.85867,0.30469,3123.614,17.172,nan,nan,nan,nan,nan,0.224759695,0.009787786
2MASS J08284992+1959203,127.208036,19.988989,183.39,1.04,ms,nan,nan,nan,nan,11.457,0.021,15.131,0.003,13.964,0.004,16.539,0.005,0,1.193,0.5086,0.0013,166.16952,1.53438,44.39168,-3.53958,0.16075,5.79822,0.57997,3683.621,3.659,6.689,nan,nan,nan,nan,0.510233524,0.001430398
2MASS J08285027+2107411,127.209497,21.128103,187.22,2.97,ms,nan,nan,nan,nan,13.191,0.029,17.029,0.003,15.785,0.007,18.713,0.022,1,1.041,0.304,0.0042,43.28029,1.01236,79.92817,nan,nan,4.05011,0.40677,3324.338,6.694,nan,nan,nan,nan,nan,0.320716309,0.002552225
2MASS J08285221+1833334,127.217542,18.559305,195.9,14.77,ms,nan,nan,nan,nan,14.899,0.101,19.686,0.004,18.224,0.017,21.393,0.163,0,1.083,0.1317,0.0068,7.15733,0.8248,137.36649,nan,nan,1.98407,0.22654,2958.873,22.807,nan,nan,nan,nan,nan,0.164884112,0.007017421
2MASS J08285248+5538370,127.218696,55.643627,136.9,0.26,ms,nan,nan,nan,nan,10.734,0.022,13.83,0.003,12.846,0.004,14.815,0.003,0,1.009,0.5835,0.0008,291.92927,1.58548,36.33278,nan,nan,6.53458,0.65353,3903.992,3.136,nan,nan,nan,nan,nan,0.601498088,0.000784096
2MASS J08285400+2034416,127.225001,20.578224,177.63,0.57,ms,nan,nan,nan,nan,9.821,0.019,12.363,0.003,11.555,0.004,13.06,0.003,1,1.158,0.7973,0.0008,1221.16174,6.92865,21.433,0.80405,0.02046,9.48961,0.94901,4946.977,5.529,nan,nan,nan,nan,nan,0.767130955,0.000573334
2MASS J08291350+1928480,127.306284,19.480009,189.24,0.76,ms,nan,nan,nan,nan,9.645,0.019,11.049,0.003,10.548,0.004,11.379,0.003,0,1.009,1.0081,0.0016,4108.78803,35.3923,13.57941,2.94702,0.01101,9.51865,0.95189,5794.339,4.789,7.992,nan,nan,nan,nan,1.024980817,0.002554223
2MASS J08291563+0436263,127.315143,4.607308,222.73,7.56,ms,nan,nan,nan,nan,14.525,0.092,18.464,0.003,17.174,0.013,20.325,0.09,0,1.004,0.2056,0.004,20.28357,1.0896,108.30227,nan,nan,3.06404,0.31107,3157.062,8.74,nan,nan,nan,nan,nan,0.243825293,0.004981929
2MASS J08291656+6707207,127.319041,67.122437,164.74,0.39,ms,nan,nan,nan,nan,10.705,0.019,13.29,0.003,12.463,0.004,14.018,0.003,0,1.081,0.68,0.0005,497.40597,1.73672,28.4035,nan,nan,7.97019,0.79711,4259.897,2.162,nan,nan,nan,nan,nan,0.661179836,0.00042168
2MASS J08291780+1742115,127.324194,17.703205,184.57,1.73,ms,nan,nan,nan,nan,12.1,0.023,15.877,0.003,14.67,0.005,17.425,0.01,1,1.089,0.421,0.0022,99.37799,1.24091,56.6815,-4.46718,0.32874,5.10128,0.51065,3517.256,4.85,nan,nan,nan,nan,nan,0.434126703,0.001347344
2MASS J08291886+2043048,127.328604,20.718008,188.27,1.74,ms,nan,nan,nan,nan,12.403,0.022,15.966,0.003,14.82,0.004,17.325,0.013,0,1.12,0.4162,0.0021,96.65209,1.19034,57.46915,nan,nan,5.0497,0.50548,3506.385,4.784,24.02,nan,nan,nan,nan,0.43110697,0.001328992
2MASS J08291905+2142560,127.329402,21.715561,189.82,9.65,ms,nan,nan,nan,nan,14.405,0.074,18.627,0.004,17.289,0.014,20.539,0.081,0,0.985,0.1776,0.0058,14.11846,1.06339,118.4132,nan,nan,2.6893,0.27788,3095.418,13.141,nan,nan,nan,nan,nan,0.210875692,0.005519023
2MASS J08292058+1810459,127.335786,18.179436,174.61,2.57,ms,nan,nan,nan,nan,13.044,0.031,16.962,0.003,15.707,0.006,18.676,0.023,0,0.948,0.2937,0.0039,40.8868,0.88765,82.45833,nan,nan,3.95718,0.39727,3307.867,6.218,nan,nan,nan,nan,nan,0.314436609,0.002370775
2MASS J08292700+0503187,127.362541,5.055198,261.53,2.19,ms,nan,nan,nan,nan,12.023,0.023,15.041,0.003,14.079,0.004,15.978,0.004,0,1.072,0.6058,0.0019,320.47498,1.87363,34.28587,nan,nan,6.70856,0.67095,3961.516,3.798,nan,nan,nan,nan,nan,0.61167688,0.000443042
2MASS J08292748+1218403,127.364537,12.3112,212.3,5.47,ms,nan,nan,nan,nan,13.492,0.041,17.465,0.003,16.218,0.008,19.227,0.04,0,1.004,0.2841,0.0067,38.77748,1.47302,84.89755,nan,nan,3.86909,0.39203,3292.531,10.794,nan,nan,nan,nan,nan,0.308589864,0.004115394
2MASS J08292796+2108383,127.366527,21.14398,189.15,1.25,ms,nan,nan,nan,nan,11.804,0.017,15.07,0.003,14.023,0.004,16.183,0.005,0,1.114,0.5221,0.0015,182.39834,1.94859,42.79341,nan,nan,5.92895,0.59307,3720.718,4.23,17.78,nan,nan,nan,nan,0.524735101,0.001653715
2MASS J08293130-0807130,127.380457,-8.120286,248.95,8.72,ms,nan,nan,nan,nan,14.347,0.08,18.043,0.003,16.9,0.014,19.716,0.047,0,1.034,0.2563,0.0088,32.88678,1.88504,92.4605,nan,nan,3.61674,0.36983,3249.403,13.203,nan,nan,nan,nan,nan,0.291074428,0.005721438
2MASS J08294342+1833482,127.430924,18.563395,224.15,14.35,ms,nan,nan,nan,nan,14.961,0.116,19.248,0.004,17.9,0.017,20.921,0.111,0,0.968,0.1636,0.0072,11.84909,1.12691,123.83757,-5.44337,0.64921,2.52046,0.26681,3063.709,16.44,nan,nan,nan,nan,nan,0.197557793,0.006904777
2MASS J08294438+2040232,127.43493,20.673124,183.17,12.4,ms,nan,nan,nan,nan,9.808,0.018,12.418,0.004,11.105,0.006,12.163,0.007,1,16.758,0.7986,0.0154,1231.86917,138.11181,21.37039,1.70353,0.01268,9.50428,0.96708,4955.508,103.837,nan,nan,nan,nan,nan,0.768015615,0.010768322
2MASS J08295083+1823566,127.461827,18.399082,190.62,8.58,ms,nan,nan,nan,nan,14.586,0.077,19.009,0.004,17.669,0.013,20.955,0.099,0,1.099,0.1584,0.0041,10.9661,0.74934,125.93291,nan,nan,2.4373,0.2546,3048.092,13.822,nan,nan,nan,nan,nan,0.192336118,0.004252799
2MASS J08295363+2226322,127.473469,22.442305,217.15,0.88,ms,nan,nan,nan,nan,8.781,0.02,9.768,0.003,9.373,0.004,10.005,0.003,1,0.963,1.4299,0.0051,17635.31214,172.12843,nan,nan,nan,nan,nan,6736.56,6.749,nan,nan,nan,nan,nan,1.570439795,0.003796517
2MASS J08295706+1834000,127.487767,18.566683,177.85,1.41,ms,nan,nan,nan,nan,11.297,0.02,14.662,0.003,13.59,0.004,15.782,0.005,1,2.1,0.5511,0.0019,226.79656,3.59966,39.57784,-1.98343,0.11547,6.20013,0.62025,3799.711,4.974,nan,nan,nan,nan,nan,0.560341235,0.002735553
2MASS J08295869+1928590,127.494561,19.483074,183.56,8.07,ms,nan,nan,nan,nan,14.611,0.077,18.867,0.003,17.564,0.014,20.714,0.068,1,1.014,0.161,0.0041,11.43053,0.76243,124.88026,nan,nan,2.48349,0.25855,3056.766,13.502,nan,nan,nan,nan,nan,0.195004914,0.004154463
