name,RA,DEC,D,e_D,mem_class,r,e_r,J,e_J,K,e_K,G,e_G,BP,e_BP,RP,e_RP,binary,ruwe,mass,e_mass,Lbol,e_Lbol,tau,EW,e_EW,chi,e_chi,Teff,e_Teff,Prot,xflux,e_xflux,x_source,xflag,radius,e_radius
2MASS J02202524+3747307,35.105179,37.791866,24.4559879,0.01999665,ms,nan,nan,nan,nan,8.114,0.020,11.585,0.003,12.899,0.003,10.451,0.004,0,1.513,0.403,0.000,89.62693,0.18950,59.67181,nan,nan,4.89405,0.48943,3476.889617,0.825553813,nan,nan,nan,nan,nan,0.422913782,0.000229321
2MASS J02213953+2251047,35.414726,22.851311,54.7552795,0.1399727,ms,nan,nan,nan,nan,11.636,0.018,15.814,0.003,17.734,0.014,14.511,0.005,0,1.050,0.180,0.000,14.50289,0.06174,117.60574,nan,nan,2.71541,0.27158,3100.279688,0.768728834,nan,nan,nan,nan,nan,0.212917469,0.000322866
2MASS J02251221+4947383,36.300914,49.793976,50.3418198,0.03675845,ms,nan,nan,nan,nan,8.114,0.021,10.693,0.003,11.426,0.003,9.867,0.004,0,0.997,0.675,0.000,482.78380,0.96105,28.73223,0.47547,0.00383,7.86556,0.78659,4241.384724,1.233802968,nan,nan,nan,nan,nan,0.657570021,0.000240592
2MASS J02253841+3732339,36.410073,37.542767,28.8639297,0.0294409,ms,nan,nan,nan,nan,8.842,0.016,12.629,0.003,14.205,0.005,11.411,0.004,0,1.539,0.336,0.000,51.79385,0.13030,72.51178,-2.73409,0.02605,4.34345,0.43436,3376.329898,0.727485405,14.6020,3.43E-13,2.94E-14,rx,nan,0.340538274,0.000277354
2MASS J02254751+2435239,36.447977,24.589973,38.849678,0.0615711,ms,nan,nan,nan,nan,10.545,0.019,14.595,0.003,16.444,0.008,13.307,0.004,0,1.492,0.206,0.000,20.33464,0.06704,108.23616,-1.64589,0.19561,3.06662,0.30668,3157.481995,0.549811755,nan,nan,nan,nan,nan,0.244064737,0.000313393
2MASS J02260988+1227138,36.541185,12.453836,42.1394424,0.06365585,ms,nan,nan,nan,nan,10.527,0.018,14.301,0.003,15.920,0.005,13.076,0.004,0,1.361,0.234,0.001,28.57458,0.09474,99.05526,-1.98318,0.03476,3.42191,0.34222,3216.107181,0.784126471,nan,nan,nan,nan,nan,0.276646445,0.000339788
2MASS J02263361+1522245,36.640083,15.373474,59.150795,0.65950015,ms,nan,nan,nan,nan,7.558,0.017,9.280,0.003,9.682,0.004,8.705,0.005,0,9.975,0.893,0.002,1974.58109,41.87064,17.29891,1.89097,0.03166,8.74151,0.87533,5339.700941,12.53017735,nan,3.99E-13,1.53E-13,r,nan,0.838345797,0.004556428
2MASS J02272662+4424529,36.860928,44.414696,55.1741676,0.08600235,ms,nan,nan,nan,nan,11.077,0.020,15.081,0.003,16.869,0.008,13.806,0.004,0,1.084,0.221,0.000,24.80924,0.08103,103.15065,-4.15653,0.23243,3.27059,0.32708,3190.703902,0.544690502,nan,nan,nan,nan,nan,0.263001224,0.000310474
2MASS J02273854+1740206,36.910612,17.672413,49.87531172,0.995018688,ms,nan,nan,nan,nan,9.413,0.018,13.443,0.015,14.694,0.005,11.964,0.004,2,3.545,0.378,0.004,68.18692,2.87527,64.20488,-1.22735,0.03628,4.69601,0.47032,3440.378058,4.783342878,nan,nan,nan,nan,nan,0.376567087,0.007175014
2MASS J02330574+4336074,38.273946,43.602070,50.5242424,0.2898636,ms,nan,nan,nan,nan,12.312,0.026,16.844,0.003,19.267,0.033,15.456,0.005,0,1.071,0.124,0.001,6.34574,0.05627,140.80145,nan,nan,1.86342,0.18655,2933.706804,1.845929429,nan,nan,nan,nan,nan,0.157140555,0.000567978
2MASS J02342952+3613110,38.623003,36.219727,37.246067,0.101614,ms,nan,nan,nan,nan,11.466,0.019,16.162,0.004,18.534,0.019,14.730,0.004,0,1.330,0.125,0.000,6.43358,0.03182,140.40417,nan,nan,1.87720,0.18779,2936.581689,1.031542394,nan,nan,nan,nan,nan,0.158025135,0.000317398
2MASS J02350321+4104418,38.763388,41.078300,45.760376,0.07499315,ms,nan,nan,nan,nan,10.522,0.016,14.501,0.003,16.243,0.004,13.241,0.004,0,1.204,0.232,0.001,28.13112,0.09766,99.82197,nan,nan,3.40023,0.34006,3212.402005,0.82098336,nan,nan,nan,nan,nan,0.275040869,0.000355759
2MASS J02354955-0711214,38.956484,-7.189304,33.0547905,0.1228962,ms,nan,nan,nan,nan,11.430,0.025,16.356,0.003,19.031,0.040,14.894,0.004,0,1.277,0.114,0.000,5.12468,0.02123,145.75097,-5.78570,0.20784,1.59492,0.15957,2876.242042,1.133903699,0.4820,1.00E-14,3.85E-15,c,nan,0.147488323,0.000179535
2MASS J02364174-0309222,39.173946,-3.156167,24.4004269,0.02384755,ms,nan,nan,nan,nan,5.938,0.026,7.854,0.003,8.329,0.004,7.216,0.004,0,1.533,0.811,0.000,1340.49328,3.68313,20.77619,1.47940,0.03261,9.59636,0.95964,5038.082842,2.681161729,9.7517,8.05E-13,2.48E-13,r,nan,0.776578961,0.000278046
2MASS J02365467+3630539,39.227819,36.514992,59.9377441,0.20644185,ms,nan,nan,nan,nan,11.439,0.019,15.451,0.003,17.266,0.011,14.174,0.004,0,1.072,0.211,0.000,21.62918,0.12590,106.62802,-6.94807,0.51358,3.12991,0.31305,3167.791013,0.969452709,nan,nan,nan,nan,nan,0.249940877,0.000552588
2MASS J02410948+3936117,40.289541,39.603256,49.107193,0.08338925,ms,nan,nan,nan,nan,10.914,0.018,14.788,0.003,16.540,0.006,13.528,0.004,0,1.150,0.223,0.000,25.53632,0.08766,102.43506,nan,nan,3.30021,0.33004,3195.528794,0.572432506,nan,nan,nan,nan,nan,0.265751413,0.000326287
2MASS J02412431+1728445,40.351294,17.479055,38.8755264,0.0333977,ms,nan,nan,nan,nan,8.843,0.020,12.177,0.003,13.378,0.003,11.082,0.004,1,1.400,0.446,0.000,116.22023,0.30532,52.78142,nan,nan,5.36245,0.53625,3572.299004,0.683669571,nan,nan,nan,nan,nan,0.453379402,0.000410202
2MASS J02461252+0556261,41.552179,5.940591,50.1258278,0.1011047,ms,nan,nan,nan,nan,11.141,0.021,15.305,0.003,17.213,0.015,14.003,0.005,0,1.077,0.197,0.000,18.16235,0.06963,111.25227,nan,nan,2.95075,0.29510,3138.610991,0.639177847,nan,nan,nan,nan,nan,0.233308265,0.000364331
2MASS J02482042+2352191,42.085123,23.871992,42.5715637,0.22250935,ms,nan,nan,nan,nan,9.965,0.018,14.044,0.003,15.843,0.005,12.743,0.004,0,5.201,0.267,0.001,35.17989,0.30825,89.47785,nan,nan,3.71017,0.37121,3265.369668,2.066626478,nan,nan,nan,nan,nan,0.297993523,0.000895538
2MASS J02484924+4942006,42.205180,49.700176,47.2733154,0.0411625,ms,nan,nan,nan,nan,9.734,0.020,13.366,0.003,14.811,0.005,12.189,0.004,0,1.228,0.375,0.000,65.79139,0.21237,64.78926,nan,nan,4.67354,0.46736,3436.236184,0.373230593,nan,nan,nan,nan,nan,0.370354276,0.000559846
2MASS J02485115+3038373,42.213125,30.643698,65.4916687,0.1800804,ms,nan,nan,nan,nan,10.470,0.018,14.206,0.003,15.762,0.004,12.995,0.004,0,1.758,0.361,0.001,59.35331,0.26759,67.41560,-1.66549,0.02824,4.56255,0.45631,3415.774384,1.302401087,nan,nan,nan,nan,nan,0.355576484,0.00049654
2MASS J02523774-0913565,43.157264,-9.232386,33.9044266,0.02959635,ms,nan,nan,8.433,0.029,7.349,0.086,10.609,0.003,11.534,0.003,9.661,0.004,2,1.166,0.598,0.000,312.64517,0.35252,35.01020,nan,nan,6.65982,0.66599,3945.402508,0.734118103,nan,nan,nan,nan,nan,0.609796959,8.56471E-05
2MASS J02541410+4235196,43.558781,42.588787,29.8004608,0.1544132,ms,nan,nan,nan,nan,5.572,0.026,6.766,0.003,7.018,0.003,6.337,0.004,0,10.147,1.045,0.003,4898.54885,48.05459,12.61486,3.22504,0.02788,9.43023,0.94304,5895.39769,5.935512901,nan,1.23E-12,1.48E-13,r,nan,1.080227251,0.003391722
2MASS J02551627+1753302,43.817825,17.891745,53.1856079,0.0557518,ms,nan,nan,nan,nan,7.179,0.024,8.647,0.003,9.002,0.003,8.126,0.004,0,0.960,0.949,0.000,2821.58960,10.65554,15.33742,nan,nan,9.53231,0.95331,5542.493318,2.864738789,nan,nan,nan,nan,nan,0.925605902,0.000532023
2MASS J02564122+3522346,44.171775,35.376305,38.3388596,0.08213425,ms,nan,nan,nan,nan,8.955,0.018,12.505,0.003,13.825,0.004,11.359,0.004,0,1.075,0.409,0.001,92.73558,0.31134,58.66452,-0.73419,0.02998,4.96634,0.49668,3490.216698,1.310034558,22.1510,1.04E-13,8.49E-15,x,nan,0.426615749,0.000363898
2MASS J02574663+2939411,44.444311,29.661436,41.2941055,0.0382347,ms,nan,nan,nan,nan,6.905,0.023,8.682,0.003,9.110,0.003,8.085,0.004,0,1.055,0.870,0.001,1660.93380,7.13370,18.17274,1.58399,0.03694,9.04118,0.90436,5221.13789,3.722597501,9.4021,3.58E-13,7.97E-14,r,nan,0.805182062,0.000595616
2MASS J02580520+2040074,44.521691,20.668737,32.6284065,0.07878685,ms,nan,nan,nan,nan,4.778,0.020,5.702,0.003,5.900,0.003,5.338,0.004,0,1.092,1.370,0.002,15589.66970,81.45676,0.00000,nan,nan,nan,nan,6646.10707,4.526602732,nan,nan,nan,nan,nan,1.521053535,0.002263301
2MASS J02580617+2040016,44.525723,20.667135,32.5753403,0.0270996,ms,nan,nan,nan,nan,9.648,0.023,13.457,0.003,14.993,0.011,12.228,0.005,0,1.464,0.268,0.000,35.33345,0.09229,89.28895,nan,nan,3.71620,0.37164,3266.401455,0.617913808,nan,1.90E-13,3.84E-14,s,nan,0.29844063,0.000267763
2MASS J02581582+2228559,44.565945,22.482197,52.274437,0.10142135,ms,nan,nan,nan,nan,11.144,0.018,15.184,0.003,16.973,0.012,13.913,0.004,0,1.115,0.209,0.000,21.16533,0.07905,107.18975,nan,nan,3.10768,0.31079,3164.169911,0.622732242,nan,nan,nan,nan,nan,0.247876849,0.000354957
2MASS J02592910+0828148,44.871267,8.470796,38.449131,0.1386185,uc,nan,nan,nan,nan,12.023,0.018,16.770,0.003,19.381,0.033,15.346,0.005,0,1.127,0.112,0.000,4.91773,0.01983,146.70376,nan,nan,1.54404,0.15448,2864.935747,1.10382467,nan,nan,nan,nan,nan,0.14569816,0.000174772
2MASS J02594633+3855363,44.943050,38.926758,30.1705952,0.6138611,ms,nan,nan,nan,nan,9.517,0.020,14.114,0.009,15.760,0.008,12.439,0.007,1,5.031,0.202,0.002,19.36109,0.63375,109.53431,-5.94020,0.05262,3.01630,0.30343,3149.287088,5.380050179,0.2971,2.97E-13,3.75E-14,rs,nan,0.23939364,0.003066629
2MASS J03000280+0744590,45.011686,7.749737,23.7501793,0.01554105,ms,nan,nan,nan,nan,5.841,0.024,7.721,0.003,8.189,0.003,7.086,0.004,2,1.005,0.819,0.000,1417.02428,3.51687,20.39718,1.66628,0.29597,9.61846,0.96185,5092.336306,2.422183498,nan,5.08E-13,6.79E-14,rs,nan,0.782205247,0.000251189
2MASS J03014830+3733202,45.451265,37.555630,43.7069855,0.053257,ms,nan,nan,nan,nan,10.430,0.018,14.332,0.003,16.012,0.005,13.083,0.005,0,1.288,0.240,0.000,29.62168,0.08838,97.31662,-3.32686,0.03606,3.47180,0.34720,3224.632537,0.705716511,nan,nan,nan,nan,nan,0.280340766,0.00030581
2MASS J03020973+1931138,45.540583,19.520506,31.9806824,0.0385523,ms,nan,nan,nan,nan,8.922,0.022,12.531,0.003,13.943,0.004,11.362,0.004,0,1.600,0.374,0.000,64.98067,0.23552,64.99331,nan,nan,4.66575,0.46658,3434.800218,0.418995074,nan,nan,nan,nan,nan,0.368200327,0.000628493
2MASS J03023154+5241126,45.631417,52.686855,54.3611298,0.08611295,ms,nan,nan,nan,nan,11.075,0.019,15.110,0.003,16.922,0.006,13.833,0.004,0,1.154,0.218,0.000,23.73728,0.07824,104.25599,nan,nan,3.22529,0.32255,3183.326001,0.549661328,nan,nan,nan,nan,nan,0.258795821,0.000313307
2MASS J03023801-1809587,45.658394,-18.166332,18.9812832,0.0131006,ms,nan,nan,nan,nan,7.337,0.023,10.767,0.003,12.026,0.004,9.650,0.004,0,1.904,0.431,0.000,105.41110,0.21440,55.05396,nan,nan,5.21058,0.52107,3540.292672,0.794202122,10.8618,2.54E-13,1.08E-13,r,nan,0.440525742,0.000220612
2MASS J03033014+2816118,45.875591,28.269945,52.4412231,0.5566044,ms,nan,nan,nan,nan,5.546,0.017,6.314,0.003,6.450,0.003,6.026,0.004,0,5.981,1.495,0.005,23195.00010,499.25544,0.00000,nan,nan,nan,nan,6996.527499,23.12172305,nan,1.89E-13,6.66E-14,r,nan,1.672310337,0.006589691
2MASS J03040207+0045512,46.008629,0.764230,29.7944183,0.03899195,wd,nan,nan,nan,nan,10.884,0.024,15.515,0.003,17.875,0.020,14.120,0.006,2,1.156,0.132,0.000,7.19672,0.02057,137.21212,-17.16187,0.29145,1.98957,0.19898,2960.021043,0.596702476,1.2930,1.79E-12,3.01E-13,s,nan,0.165237244,0.000183601
2MASS J03050786+2742278,46.282775,27.707735,32.9415627,0.43276025,ms,nan,nan,nan,nan,10.686,0.021,15.263,0.005,17.466,0.008,13.831,0.004,0,8.804,0.152,0.001,9.95746,0.19993,128.42073,nan,nan,2.32987,0.23404,3027.916639,4.156967387,nan,nan,nan,nan,nan,0.186128197,0.001279067
2MASS J03052067+2545039,46.336163,25.751101,49.2408333,0.0518303,ms,nan,nan,nan,nan,10.018,0.018,13.623,0.003,15.040,0.003,12.452,0.004,0,1.380,0.357,0.000,57.91881,0.14737,68.29928,0.12206,0.02184,4.52413,0.45243,3408.690811,0.735761708,nan,nan,nan,nan,nan,0.352875872,0.000280509
2MASS J03053562+1934069,46.398426,19.568590,45.782196,0.0454693,ms,nan,nan,nan,nan,9.877,0.017,13.664,0.003,15.234,0.009,12.449,0.005,0,1.279,0.332,0.000,50.64465,0.12624,73.39342,nan,nan,4.30679,0.43070,3369.833471,0.720801848,nan,nan,nan,nan,nan,0.338061511,0.000274806
2MASS J03053875+1658339,46.411488,16.976110,41.7374611,0.1920948,ms,nan,nan,nan,nan,11.948,0.022,16.470,0.003,18.839,0.021,15.081,0.004,0,1.195,0.123,0.000,6.18883,0.03106,141.47824,nan,nan,1.83604,0.18372,2927.994757,1.37310353,nan,nan,nan,nan,nan,0.155682503,0.000217408
2MASS J03055439+2708326,46.476626,27.142406,44.0801888,0.0800457,ms,nan,nan,nan,nan,11.311,0.020,15.346,0.003,17.205,0.007,14.060,0.004,0,1.057,0.180,0.000,14.47445,0.04838,117.66453,-3.03803,0.05343,2.71329,0.27135,3099.924472,0.603881986,nan,nan,nan,nan,nan,0.212768278,0.00025363
2MASS J03061500+1205548,46.562511,12.098564,33.3834381,0.0495052,ms,nan,nan,nan,nan,10.425,0.014,14.573,0.003,16.496,0.010,13.263,0.005,0,1.282,0.189,0.000,16.29220,0.05178,114.24415,nan,nan,2.83931,0.28395,3120.46009,0.530037139,nan,1.28E-13,6.26E-14,r,0,0.222962251,0.000302121
2MASS J03062619+1713292,46.609162,17.224798,36.3959007,0.0396214,ms,nan,nan,nan,nan,10.066,0.020,13.972,0.003,15.661,0.005,12.725,0.004,0,1.505,0.235,0.000,28.80580,0.08206,98.66284,nan,nan,3.43308,0.34333,3218.016317,0.673877656,2.0001,1.07E-13,1.81E-14,r,nan,0.277473737,0.000292014
2MASS J03071634+1026382,46.818116,10.443971,32.1860962,0.0644283,ms,nan,nan,nan,nan,11.481,0.018,15.784,0.003,18.039,0.023,14.421,0.004,0,1.189,0.128,0.000,6.71019,0.02451,139.19567,nan,nan,1.91940,0.19198,2945.38405,0.76236447,nan,nan,nan,nan,nan,0.160733554,0.000234574
2MASS J03104340+1338356,47.680867,13.643234,47.2430229,0.05405045,ms,nan,nan,nan,nan,9.087,0.023,12.549,0.003,13.799,0.003,11.441,0.004,0,1.424,0.451,0.000,120.73477,0.34973,52.04923,-0.73214,0.05251,5.40956,0.54097,3582.229387,0.753722028,nan,nan,nan,nan,nan,0.459337632,0.000452233
2MASS J03113776+1943360,47.907346,19.726671,50.4386482,0.35352895,giant,nan,nan,nan,nan,1.928,0.086,4.077,0.003,4.585,0.004,3.404,0.005,0,1.895,2.718,0.011,261319.46329,5641.79387,0.00000,nan,nan,nan,nan,10561.94189,46.38240628,nan,nan,nan,nan,nan,2.471592252,0.006184321
2MASS J03115639+2218084,47.984985,22.302334,32.0852776,0.0442829,ms,nan,nan,nan,nan,10.742,0.018,14.930,0.003,16.928,0.005,13.613,0.004,0,1.129,0.165,0.000,12.03645,0.03444,123.34058,nan,nan,2.53557,0.25357,3066.547859,0.516957221,nan,nan,nan,nan,nan,0.198750101,0.000217122
2MASS J03130280+3253470,48.261695,32.896404,39.4038353,0.04390335,ms,nan,nan,nan,nan,6.459,0.026,7.979,0.003,8.336,0.003,7.452,0.004,0,0.840,0.951,0.001,2864.30330,8.29885,15.25520,nan,nan,9.58016,0.95806,5553.72604,2.094129529,9.0495,2.71E-13,2.82E-14,c,nan,0.928639458,0.000921417
2MASS J03130360+3253503,48.265039,32.897308,39.2460136,0.04891015,ms,nan,nan,nan,nan,9.140,0.023,12.847,0.003,14.326,0.005,11.659,0.004,0,1.514,0.384,0.000,73.03370,0.26861,63.10001,nan,nan,4.73914,0.47392,3448.330651,0.42516844,nan,1.11E-13,1.87E-14,c,nan,0.388495977,0.000637753
2MASS J03135540+3205502,48.480858,32.097282,50.7603226,0.0945053,ms,nan,nan,nan,nan,10.535,0.020,14.445,0.003,16.110,0.006,13.199,0.004,2,1.317,0.265,0.001,34.68607,0.13025,90.09410,-3.74089,0.10563,3.69057,0.36909,3262.020936,0.887879341,nan,1.48E-13,6.12E-14,r,nan,0.296542406,0.000384748
2MASS J03143319+1943116,48.638314,19.719902,53.3924713,0.13061525,ms,nan,nan,nan,nan,11.335,0.019,15.315,0.003,17.105,0.011,14.043,0.004,0,1.132,0.204,0.000,19.90600,0.08771,108.79772,nan,nan,3.04477,0.30451,3153.92332,0.734344817,nan,nan,nan,nan,nan,0.242036292,0.000418577
2MASS J03153783+3724143,48.907641,37.403984,34.3557243,0.1926651,ms,nan,nan,nan,nan,8.410,0.018,12.031,0.003,13.404,0.004,10.872,0.004,2,7.598,0.434,0.001,106.97909,0.81393,54.65488,-4.78055,0.02179,5.23797,0.52399,3546.06397,2.962555173,nan,9.71E-13,1.28E-13,r,nan,0.44212888,0.000822932
2MASS J03172282+2619000,49.345109,26.316673,37.6420975,0.04506685,ms,nan,nan,nan,nan,8.214,0.086,12.418,0.003,13.779,0.012,11.228,0.009,0,1.405,0.414,0.000,95.42460,0.22976,57.83543,nan,nan,5.02599,0.50262,3501.38928,0.939962054,nan,nan,nan,nan,nan,0.429719244,0.000261101
2MASS J03172284+2618545,49.345173,26.315144,37.748951,0.0234127,ms,nan,nan,nan,nan,7.417,0.031,10.570,0.003,11.434,0.003,9.658,0.004,0,1.163,0.627,0.000,350.58301,0.93812,32.48910,nan,nan,6.91004,0.69104,4026.68039,2.127704914,nan,nan,nan,nan,nan,0.620001871,0.000290142
2MASS J03172638+0739208,49.359947,7.655805,46.9256744,0.0465908,ms,nan,nan,nan,nan,5.992,0.021,7.269,0.003,7.540,0.003,6.825,0.004,2,1.068,1.178,0.001,7437.76614,21.63207,9.85098,nan,nan,9.07757,0.90776,6173.795545,2.342363748,nan,8.48E-13,1.69E-13,r,nan,1.218422765,0.000972982
2MASS J03173278+0741245,49.386596,7.690140,47.0505753,0.05353165,ms,nan,nan,nan,nan,6.361,0.026,7.618,0.003,7.917,0.003,7.150,0.004,2,1.066,1.071,0.001,5526.76655,19.05040,11.99554,3.16204,0.16564,9.34563,0.93457,5963.22529,1.793292753,nan,9.14E-13,1.70E-13,r,nan,1.123257703,0.001255305
2MASS J03181510+0914426,49.562926,9.245190,60.7960968,0.08322525,ms,nan,nan,nan,nan,8.555,0.020,11.321,0.003,12.134,0.003,10.439,0.004,0,1.053,0.656,0.000,424.80933,1.05249,30.19581,nan,nan,7.44636,0.74467,4162.015246,1.535224235,nan,nan,nan,nan,nan,0.642092973,0.000299369
2MASS J03181774+3133117,49.573950,31.553270,52.3041306,0.2399025,ms,nan,nan,nan,nan,11.695,0.018,15.902,0.003,17.876,0.017,14.580,0.004,0,1.115,0.170,0.001,12.78178,0.08973,121.45812,-4.20251,0.13495,2.59346,0.25943,3077.419924,1.265861076,nan,nan,nan,nan,nan,0.203316368,0.000531662
2MASS J03182999+4432131,49.624987,44.536991,44.5391922,0.046484,ms,nan,nan,nan,nan,8.428,0.018,11.495,0.003,12.479,0.004,10.514,0.004,0,1.090,0.560,0.000,245.34094,0.83568,38.60969,nan,nan,6.27998,0.62801,3824.535748,1.074024091,nan,nan,nan,nan,nan,0.573994661,0.000590713
2MASS J03201001+3105079,50.041746,31.085543,54.9709129,0.0492115,ms,nan,nan,nan,nan,7.393,0.026,9.032,0.003,9.413,0.003,8.480,0.004,0,0.883,0.902,0.001,2132.11384,6.53595,16.95958,nan,nan,8.90414,0.89043,5384.474456,1.476982947,nan,nan,nan,nan,nan,0.855729418,0.00090096
2MASS J03202921+0827161,50.121719,8.454479,31.6106339,0.01660825,ms,nan,nan,nan,nan,6.881,0.023,9.213,0.003,9.833,0.003,8.464,0.004,0,1.070,0.712,0.000,711.85836,1.22857,26.26210,0.71709,0.14819,9.07276,0.90728,4503.109047,1.711738605,nan,2.92E-13,8.83E-14,r,0,0.705733179,0.00012838
2MASS J03222810+2709219,50.617115,27.156088,31.732399,0.0170488,ms,nan,nan,nan,nan,7.415,0.023,10.348,0.003,11.245,0.003,9.417,0.004,0,0.954,0.610,0.000,324.50524,0.33190,33.92682,nan,nan,6.73318,0.67332,3969.657511,0.665948881,nan,nan,nan,nan,nan,0.61262671,7.7694E-05
2MASS J03223165+2858291,50.631912,28.974766,48.0065765,0.05669405,ms,nan,nan,nan,nan,9.939,0.021,13.823,0.003,15.454,0.009,12.590,0.005,2,1.466,0.326,0.000,48.76962,0.12986,74.90396,-11.67204,0.57933,4.24517,0.42454,3358.910657,0.769892713,nan,3.08E-13,9.04E-14,r,nan,0.333897188,0.000293522
2MASS J03234864+3935320,50.952671,39.592239,38.4821014,0.1030979,ms,nan,nan,nan,nan,11.599,0.019,16.077,0.003,18.338,0.016,14.705,0.004,0,1.280,0.132,0.000,7.16507,0.03244,137.33607,nan,nan,1.98515,0.19857,2959.099393,0.944475066,nan,nan,nan,nan,nan,0.164953659,0.000290608
2MASS J03243615+2150186,51.150661,21.838511,37.2256241,0.03629685,ms,nan,nan,nan,nan,10.398,0.019,14.367,0.003,16.136,0.008,13.099,0.004,0,1.214,0.213,0.000,22.41874,0.05945,105.70633,-3.82168,0.02923,3.16668,0.31668,3173.779925,0.442327353,nan,nan,nan,nan,nan,0.253354557,0.000252127
2MASS J03250307-0308204,51.262793,-3.139014,38.9814415,0.0375595,ms,nan,nan,nan,nan,9.197,0.020,12.753,0.003,14.112,0.004,11.605,0.004,0,1.696,0.390,0.000,78.49294,0.26133,61.96395,0.00000,0.00000,4.78443,0.47845,3456.679254,0.384943054,nan,9.08E-15,1.44E-15,sx,nan,0.401018881,0.000577415
2MASS J03251116+1300334,51.296512,13.009303,35.58718861,5.69901597,ms,nan,nan,nan,nan,10.884,0.017,15.820,0.017,17.808,0.014,14.049,0.004,0,nan,0.136,0.014,7.60979,1.90226,135.65357,nan,nan,2.04552,0.30310,2971.691266,46.656144,0.1940,1.81E-14,6.10E-15,c,nan,0.168828082,0.014355737
2MASS J03264956+2439315,51.706508,24.658775,41.7888794,0.57793425,ms,nan,nan,nan,nan,13.107,0.001,18.719,0.004,20.607,0.273,17.162,0.017,0,0.998,0.082,0.000,1.55985,0.02961,161.80681,nan,nan,0.49630,0.05033,2481.814371,6.448375354,nan,nan,nan,nan,nan,0.108120958,0.000429892
2MASS J03300506+2405281,52.521114,24.091154,37.6095505,0.33931925,ms,nan,nan,nan,nan,11.385,0.018,16.280,0.003,18.928,0.023,14.832,0.007,0,2.758,0.122,0.000,6.08223,0.05798,141.86571,-13.02997,0.21731,1.81319,0.18175,2923.229119,2.602139673,0.1978,1.25E-13,5.91E-14,r,nan,0.154927944,0.000412005
2MASS J03305804+3625178,52.741874,36.421627,51.0753212,0.1091862,ms,nan,nan,nan,nan,11.040,0.020,15.080,0.003,16.907,0.008,13.802,0.004,0,1.030,0.212,0.000,21.99977,0.08781,106.19015,-7.69286,0.08032,3.14733,0.31476,3170.628792,0.665413368,1.0614,1.15E-13,5.14E-14,r,nan,0.251558411,0.000379286
2MASS J03323447+1609120,53.143632,16.153357,48.5080872,0.0502586,ms,nan,nan,nan,nan,9.207,0.018,12.962,0.003,14.499,0.003,11.758,0.004,0,1.347,0.415,0.000,95.81289,0.21792,57.71876,-2.25590,0.02933,5.03353,0.50337,3502.976518,0.887968887,nan,nan,nan,nan,nan,0.430160144,0.000246658
2MASS J03323989+3539335,53.166235,35.659309,51.4935837,0.0701485,ms,nan,nan,nan,nan,6.109,0.021,7.182,0.003,7.421,0.003,6.776,0.004,0,1.015,1.226,0.002,9780.36335,38.01320,9.06297,3.50617,0.03147,8.89864,0.88987,6307.250318,2.948215282,nan,7.46E-13,2.11E-13,rx,nan,1.337625159,0.001474108
2MASS J03325006+2341318,53.208624,23.692194,41.9054146,0.04178235,ms,nan,nan,nan,nan,6.907,0.016,8.641,0.003,9.064,0.003,8.055,0.004,2,1.078,0.882,0.000,1796.24742,5.75542,17.69210,1.94333,0.25754,8.69199,0.86927,5283.17632,1.910307342,nan,2.55E-13,8.48E-14,r,nan,0.817791389,0.000694657
2MASS J03330528+0457291,53.272039,4.958108,54.8099937,0.075922,ms,nan,nan,nan,nan,8.490,0.023,11.306,0.003,12.129,0.003,10.420,0.004,2,0.841,0.635,0.000,372.24499,1.28693,31.77710,0.28661,0.01724,7.06227,0.70628,4074.416717,2.747897882,nan,nan,nan,nan,nan,0.62651137,0.000374713
2MASS J03331687+3307337,53.320305,33.126053,43.3638229,0.0398731,ms,nan,nan,nan,nan,10.264,0.017,14.100,0.003,15.727,0.004,12.874,0.004,0,1.207,0.265,0.000,34.76409,0.09344,89.99584,-4.26211,0.18890,3.69369,0.36939,3262.553161,0.635858497,nan,nan,nan,nan,nan,0.296773037,0.000275539
2MASS J03341053+2204213,53.543885,22.072590,35.1935883,0.04361915,ms,nan,nan,nan,nan,10.475,0.020,14.583,0.003,16.478,0.006,13.286,0.004,2,1.227,0.195,0.000,17.56974,0.05114,112.15602,-4.48501,0.06409,2.91673,0.29169,3133.070022,0.485443856,nan,nan,nan,nan,nan,0.230149913,0.000276703
2MASS J03354298+1133222,53.929090,11.556181,38.3027229,0.0490322,ms,nan,nan,nan,nan,8.699,0.021,12.371,0.003,13.633,0.004,11.138,0.004,0,1.594,0.423,0.000,100.45479,0.24918,56.37971,0.00000,0.00000,5.12127,0.51215,3521.468556,0.968366856,nan,nan,nan,nan,nan,0.435296821,0.000268991
2MASS J03361994+2203412,54.083118,22.061462,62.6578827,0.15251925,ms,nan,nan,nan,nan,11.327,0.020,15.188,0.003,16.868,0.007,13.944,0.004,0,1.023,0.231,0.001,28.03553,0.12710,99.98973,-2.30442,0.14702,3.39551,0.33961,3211.59565,1.071553842,nan,nan,nan,nan,nan,0.274691448,0.00046434
